5_min,10_min,15_min
0.001390017029820220,0.001403499752327070,0.000447774639420048
0.001009410158866110,0.001009410158866110,0.000447774639420048
0.001009410156356840,0.001009410156356840,0.000447774639420048
0.001009410156356840,0.000834685103808446,0.000448657894746582
0.000798403516669137,0.000800382973316282,0.000448657894746582
0.000834685103808446,0.001006846548545770,0.000448657894746582
0.000800382973316282,0.001023911744017740,0.000449773003664822
0.000800382973316282,0.001015412170962240,0.000448934266488026
0.000898715737758732,0.001023911744245270,0.000451272847240533
0.001006846548545770,0.001023911741969910,0.000449005908094153
0.001006846550593600,0.000796375802267902,0.000449005908094153
0.001006846829325130,0.000798875404557305,0.000449005908094153
0.001023911744245270,0.001010006757457180,0.000449005908094153
0.001023911744017740,0.000843069189567494,0.000442476964987691
0.001006846553551560,0.000820222965290909,0.000555893770371125
0.001023911744245270,0.000809311561947470,0.000558699215607304
0.001023911741969910,0.000798875401361804,0.000558699215160345
0.001023911741969910,0.000800908374808051,0.000558699215160345
0.001023911741969910,0.000800908374808051,0.000449285209981203
0.000796375802267902,0.000800972249539051,0.000449285209981203
0.000796375802267902,0.000869610562715393,0.000449285209981203
0.000798875402503054,0.000572077412211686,0.000449285209981203
0.000833112918683670,0.000572077412211686,0.000449458886179690
0.001010006757457180,0.000571461780410060,0.000449458886179690
0.000915864603995745,0.000571461780410060,0.000449458886179690
0.000843069189567494,0.000571461780410060,0.000449458886179690
0.000843069189567494,0.000571461780410060,0.000452003998731155
0.000820222965290909,0.000571461780410060,0.000452003998731155
0.000820222967573410,0.000571461780410060,0.000452003998731155
0.000809311561947470,0.000571959725713723,0.000452003998731155
0.000798875401361804,0.000571959725713723,0.000453492517726493
0.000798875401361804,0.000571959725713723,0.000815059364828990
0.000798875401361804,0.000571959725713723,0.001095913378471420
0.000800908374808051,0.000571959725713723,0.007560999077390650
0.000800908374808051,0.000571959725713723,0.002219389269320410
0.000800908374808051,0.000570309043259415,0.001006478503007500
0.000800908374808051,0.000567358467324596,0.000352015232776670
0.000800978214704608,0.000567358467324596,0.000405865162965305
0.000869611037997304,0.000567358467324596,0.003017336183027580
0.000869610562715393,0.000567358467324596,0.010515801255354100
0.000679879316196134,0.000567358467324596,0.022253257855144800
0.000572077412211686,0.000567358467097652,0.022278510013570700
0.000572077412211686,0.000567688371632516,0.005683733502468740
0.000572077412211686,0.000567688371632516,0.000667877116612591
0.000572077412211686,0.000567688371632516,0.000565409080236163
0.000571461780410060,0.000454150695852731,0.000342890534995126
0.000571461780410060,0.000440526174750073,0.000341759060499282
0.000571461780410060,0.000440526174750073,0.000341759060499282
0.000571461780410060,0.000426446643189159,0.000341759060499282
0.000571461780410060,0.000348025520288801,0.000419907654713511
0.000571461780410060,0.000346512079099333,0.000430938292160765
0.000571461780410060,0.000346512079099333,0.000430938292160765
0.000571461780410060,0.000346512079099333,0.000430938292160765
0.000571461780410060,0.000346512079099333,0.000430938292160765
0.000571461780410060,0.000346028266168763,0.000432241905351640
0.000571461780410060,0.000346028266168763,0.000432241905351640
0.000571461780410060,0.000346028266168763,0.000432241905351640
0.000571959725713723,0.000346028266168763,0.000432241905351640
0.000571959725713723,0.000339449908696545,0.000433924863090578
0.000571959725713723,0.000346028266168763,0.000433924863090578
0.000571959725713723,0.000346216969314764,0.000433924863090578
0.000571959725713723,0.000346216969314764,0.000433924863090578
0.000571959725713723,0.000346216969314764,0.000379185043022241
0.000571959725713723,0.000346216969314764,0.000344713678420499
0.000571959725713723,0.000346216969314764,0.000344713681637827
0.000571959725713723,0.000346216969314764,0.000342742185256972
0.000571959725713723,0.000345896686788592,0.000344734412921455
0.000571959725713723,0.000345896686788592,0.000344734414070570
0.000571959725713723,0.000345896686788592,0.000344734420045967
0.000570309043259415,0.000345896686788592,0.000798110211372845
0.000567358468459313,0.000345896686788592,0.000795980621951065
0.000567358467324596,0.000345896686788592,0.000795980621951065
0.000567358467324596,0.000345918516709993,0.000573024266909531
0.000567358467324596,0.000444412564923990,0.000573024266909531
0.000567358467324596,0.000565570409029559,0.000576199351611438
0.000567358467324596,0.000588193222332136,0.000576199351611438
0.000567358467324596,0.000588193222332136,0.000576199351611438
0.000567358467324596,0.000588193222332136,0.000573268972476044
0.000567358467324596,0.000588543996699659,0.000687922768438822
0.000567358467324596,0.000588543996699659,0.000687922768438822
0.000567358467324596,0.000565907695472453,0.000687922769356052
0.000567358467097652,0.000565907694340638,0.000686863266455713
0.000567688371859592,0.000565907694340638,0.000801340473105213
0.000567688371632516,0.000565907694340638,0.000801340472418350
0.000567688371632516,0.000566229535885487,0.000801340473105213
0.000567688371632516,0.000566229535885487,0.000801520096404437
0.000567688371632516,0.000566229535885487,0.000801520096404437
0.000567688371632516,0.000566229535885487,0.000801520096404437
0.000507853016051635,0.000566229532261618,0.000801520096404437
0.000434409891851889,0.000566229532261618,0.000799864208158188
0.000440526177474978,0.000563359778395770,0.000799864208158188
0.000440526174750073,0.000563359778395770,0.000799864208158188
0.000440526174750073,0.000563359778846458,0.000799864211129112
0.000440526174750073,0.000563359779071802,0.000797045312489948
0.000439635714635008,0.000563359779071802,0.000797045312717675
0.000426446643189159,0.000563359779071802,0.000955577629928975
0.000357228947709650,0.000565236676464357,0.001007693001617580
0.000348025520288801,0.000565236681664534,0.000968664448693324
0.000346512079099333,0.000566166177197884,0.000794219748008937
0.000346512079099333,0.000569113854873910,0.000794219755270375
0.000346512079099333,0.000569113854873910,0.000794219755270375
