"TxnFee(MATIC)","TxnFee(USD)"
"0.004839967517","0.004062184737"
"0.000283222501","0.000237708645"
"0.000098187500","0.000082408769"
"0.000098187501","0.000082408769"
"0.000098187501","0.000082408769"
"0.000098187501","0.000082408769"
"0.000098187501","0.000082408769"
"0.000098187501","0.000082408769"
"0.000098187501","0.000082408769"
"0.000098187501","0.000082408769"
"0.000098187501","0.000082408769"
"0.000098187501","0.000082408769"
"0.000098187501","0.000082408769"
"0.000098187501","0.000082408769"
"0.000098187501","0.000082408769"
"0.000098187501","0.000082408769"
"0.000098187500","0.000082408769"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
"0.000084187500","0.000070658569"
