1_min,2_min,3_min,5_min,10_min,15_min
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.219611706864859
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3696023432424630,0.149011432690668
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3676408464455650,0.115935832370951
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3676408464455650,0.110415617389260
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.110318641365746
0.414617554521506,0.4106079106559050,0.4063715711489310,0.1100966274143870,0.3696023432424630,0.016701408241991
0.414617554521506,0.4106079106559050,0.4063715711489310,0.1100966274143870,0.3676408464455650,0.016676779327826
0.414617554521506,0.4106079106559050,0.4063715711489310,0.0119785943557113,0.3676408464455650,0.219611706864859
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.149011432690668
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3696023432424630,0.115935832370951
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3676408464455650,0.110415617389260
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3676408464455650,0.110318641365746
0.410607910655905,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.016701408241991
0.410607910655905,0.4106079106559050,0.4063715711489310,0.1100966274143870,0.3696023432424630,0.016676779327826
0.410607910655905,0.4106079106559050,0.4063715711489310,0.1100966274143870,0.3676408464455650,0.219611706864859
0.410607910655905,0.4106079106559050,0.4063715711489310,0.0119785943557113,0.3676408464455650,0.149011432690668
0.410607910655905,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.115935832370951
0.076731083474841,0.0166731088813327,0.0166731090147949,0.4091576564720880,0.3696023432424630,0.110415617389260
0.016673108948064,0.0166731089480638,0.0166731088813327,0.4091576564720880,0.3676408464455650,0.110318641365746
0.016673108948064,0.0767310834748413,0.0767310834748413,0.4091576564720880,0.3676408464455650,0.016701408241991
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.016676779327826
0.414617554521506,0.4106079106559050,0.4063715711489310,0.1100966274143870,0.3696023432424630,0.219611706864859
0.414617554521506,0.4106079106559050,0.4063715711489310,0.1100966274143870,0.3676408464455650,0.149011432690668
0.414617554521506,0.4106079106559050,0.4063715711489310,0.0119785943557113,0.3676408464455650,0.115935832370951
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.110415617389260
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3696023432424630,0.110318641365746
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3676408464455650,0.016701408241991
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3676408464455650,0.016676779327826
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.219611706864859
0.414617554521506,0.4106079106559050,0.4063715711489310,0.1100966274143870,0.3696023432424630,0.149011432690668
0.414617554521506,0.4106079106559050,0.4063715711489310,0.1100966274143870,0.3676408464455650,0.115935832370951
0.414617554521506,0.4106079106559050,0.4063715711489310,0.0119785943557113,0.3676408464455650,0.110415617389260
0.410607910655905,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.110318641365746
0.410607910655905,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3696023432424630,0.016701408241991
0.410607910655905,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3676408464455650,0.016676779327826
0.410607910655905,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3676408464455650,0.219611706864859
0.410607910655905,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.149011432690668
0.076731083474841,0.0166731088813327,0.0166731090147949,0.1100966274143870,0.3696023432424630,0.115935832370951
0.016673108948064,0.0166731089480638,0.0166731088813327,0.1100966274143870,0.3676408464455650,0.110415617389260
0.016673108948064,0.0767310834748413,0.0767310834748413,0.0119785943557113,0.3676408464455650,0.110318641365746
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.016701408241991
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3696023432424630,0.016676779327826
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3676408464455650,0.219611706864859
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3676408464455650,0.149011432690668
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.115935832370951
0.414617554521506,0.4106079106559050,0.4063715711489310,0.1100966274143870,0.3696023432424630,0.110415617389260
0.414617554521506,0.4106079106559050,0.4063715711489310,0.1100966274143870,0.3676408464455650,0.110318641365746
0.414617554521506,0.4106079106559050,0.4063715711489310,0.0119785943557113,0.3676408464455650,0.016701408241991
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.016676779327826
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3696023432424630,0.219611706864859
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3676408464455650,0.149011432690668
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3676408464455650,0.115935832370951
0.410607910655905,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.110415617389260
0.410607910655905,0.4106079106559050,0.4063715711489310,0.1100966274143870,0.3696023432424630,0.110318641365746
0.410607910655905,0.4106079106559050,0.4063715711489310,0.1100966274143870,0.3676408464455650,0.016701408241991
0.410607910655905,0.4106079106559050,0.4063715711489310,0.0119785943557113,0.3676408464455650,0.016676779327826
0.410607910655905,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.219611706864859
0.076731083474841,0.0166731088813327,0.0166731090147949,0.4091576564720880,0.3696023432424630,0.149011432690668
0.016673108948064,0.0166731089480638,0.0166731088813327,0.4091576564720880,0.3676408464455650,0.115935832370951
0.016673108948064,0.0767310834748413,0.0767310834748413,0.4091576564720880,0.3676408464455650,0.110415617389260
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.110318641365746
0.414617554521506,0.4106079106559050,0.4063715711489310,0.1100966274143870,0.3696023432424630,0.016701408241991
0.414617554521506,0.4106079106559050,0.4063715711489310,0.1100966274143870,0.3676408464455650,0.016676779327826
0.414617554521506,0.4106079106559050,0.4063715711489310,0.0119785943557113,0.3676408464455650,0.219611706864859
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.4091576564720880,0.149011432690668
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3696023432424630,0.115935832370951
0.414617554521506,0.4106079106559050,0.4063715711489310,0.4091576564720880,0.3676408464455650,0.110415617389260
